"","ACSL1","ACTC1","ADAM10","ADAM29","ADAT1","ADSS","AGA","AHI1","AIM1","AKAP7","AKT3","ALDH1A2","ANKRD6","AP4E1","AQR","ARG1","ATG5","BACH2","BAHD1","BCKDHB","BCLAF1","CASC5","CASP8AP2","CCDC28A","CCNC","CCND2","CFDP1","CHAC1","CHRM5","CITED2","CLDN10","CNR1","COL10A1","COPS2","COQ3","CPM","CPT1B","CSTF2T","CTGF","DACH1","DCTD","DDR1","DIS3","DNAJC17","DNAJC3","DOPEY1","DSP","DTWD1","DUOX2","DUT","DZIP1","ECHDC1","EIF3J","ELL3","EPB41L2","EPB42","EPHA7","EPM2A","F11","FAM46A","FAM63B","FARP1","FBXL4","FGF14","FHL5","FIG4","FLT1","FLT3","FRAP1","GABARAPL2","GALK2","GALNT7","GAS6","GAS8","GATM","GCHFR","GJA1","GLG1","GOLGA8A","GPC5","GPM6A","GPR126","GREM1","HBS1L","HDDC2","HMGN3","HPGD","HSF2","IBTK","IL20RA","IMPG1","ING2","IRF2","IVD","KCTD12","KIAA0408","KIAA1009","KLF12","KLF5","KLHL21","KLKB1","KPNA5","LIPC","LRP2BP","LTK","LYRM2","MAN1A1","MAP3K5","MAPK6","MED23","MEIS2","MET","MFAP1","MGA","MLF1IP","MON1B","MTAP","MTNR1A","MTO1","MYCN","MYO5C","MYO6","NBN","NDUFAF1","NF1","NMBR","NPHP4","NUS1","ODZ3","OGFRL1","PACRG","PCCA","PDE7B","PEX7","PHACTR2","PHIP","PIK3C2B","PIK3C2G","PIK3CA","PIK3CG","PIK3R1","PLAGL1","PNRC1","PPP1R14D","PRDM1","PREP","PRKDC","PRKG1","PSMD7","PTEN","PTPRO","PYGO1","QKI","RAP2A","RBM26","RCBTB2","REV3L","RNF207","RNGTT","ROS1","RTF1","RWDD2A","RYR3","SACS","SCEL","SCG3","SEMA6D","SENP6","SESN1","SGCG","SLC12A1","SLC17A5","SLC28A2","SLC35A1","SLTM","SNAP23","SPACA1","SPG11","SPTBN5","SQRDL","STK24","STX11","TAAR2","TAAR5","TBC1D4","TBPL1","TCF21","TDRD3","TEK","THAP3","TJP1","TM9SF2","TMEM62","TMEM87A","TMOD3","TNFRSF25","TP53BP1","TPBG","TPD52L1","TRMT11","TRPM1","TUBGCP4","TXNL4B","UCHL3","USP8","UTRN","VAMP3","VPS39","WASF3","WDR59","WISP3","WWC2","ZBTB48","ZFP106","ZNF238","ZNF292","ZNF770","ABCC4","ACOT7","AJAP1","ALDH8A1","ALOX5AP","AQP9","ARHGAP11A","ARHGDIB","ASCC3","ATP8A2","ATP8B4","AVEN","B2M","BCL2L10","BUB1B","CAMK1D","CAPN3","CASP3","CDK4","CDKN2A","CDKN2AIP","CDKN2B","CDKN2C","CENPJ","CEP152","CGA","CHAT","CHD5","CLN5","COL1A1","COL1A2","COL6A2","COL6A3","CYB5R4","CYLD","CYP19A1","CYP27B1","DCT","DDX43","DHX38","DKK1","DMXL2","DOCK9","DSE","DST","DUOX1","EDNRB","EEF1A1","EGFR","EHD4","ELOVL4","ENPP1","EPS8","ERBB2","EYA4","FA2H","FABP7","FBN1","FGF7","FRK","FUT9","FYN","GABRR1","GABRR2","GNB5","GPR12","GPR176","GPR18","GPR63","GRIA2","GRM1","HDAC2","HDC","HEBP2","HECA","HES2","HEY2","HIVEP2","HMGB1","HMGB2","HTR1B","HTR1E","ICMT","IFNGR1","ITGBL1","ITPKA","KCNAB2","KLF13","KLHL1","LAMA2","LAMA4","LCMT2","LMO7","LUM","MAGEA1","MANEA","MAP1A","MAP3K7","MAP7","MAPK7","MAPKBP1","MARCKS","MARK4","MBNL2","MDM2","MDM4","MDN1","ME1","MIPEP","MMP15","MN1","MNS1","MOXD1","MTMR6","MYB","MYCBP2","MYO5A","NEDD4","NEIL3","NPAS3","NT5E","NUSAP1","OIP5","ONECUT1","PABPC3","PAK6","PCDH9","PDE6H","PDGFRA","PDIA3","PDLIM3","PDSS2","PER3","PERP","PEX3","PFKP","PGM3","PIGB","PLCB2","PLN","PMFBP1","POPDC3","POU3F2","POU4F1","PRAME","PRDM13","PTPRK","QRSL1","RAB27A","RAB32","RAD51","RASGRP1","RB1","RFWD3","RIMS1","RNF146","RNF6","RPAP1","RPL21","RPL22","RPUSD2","RRAGD","RSU1","RWDD1","SAP30","SCG5","SCRG1","SDCCAG8","SERF2","SERINC1","SF3B5","SHH","SLC12A6","SLC15A1","SLC18A3","SLC24A5","SLC25A4","SLC27A2","SLC30A4","SLITRK5","SMPDL3A","SNAP91","SOBP","SORBS2","SORD","SOX2","SOX21","SPATA5L1","SPINT1","SPRY2","SRP14","STAT1","STYK1","SYNCRIP","SYNE1","TCF12","TERF2IP","TGDS","TGM5","THBS1","TLR3","TMOD2","TNFAIP3","TNFRSF9","TP53","TRAF3IP2","TRRAP","TSPAN31","TSPYL1","TSPYL4","TTBK2","TTK","TYRO3","UBE2J1","USP12","USPL1","UTS2","VAV1","VNN1","VNN2","VNN3","WDR76","ZFHX3"
"AKT3",0,0,0.0175900101419878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0362615107887233,0,0,0,0,0,0.0151844574036511,0,0,0,0,0,0,0,0,0,0.0247551622473077,0.0155526556574654,0,0,0,0,0,0.0152832591057412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0432697254314019,0.0823129664159517,0,0,0,0,0,0,0,0,0.0202357460975395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0370570360827989,0,0,0,0.0614398683011435,0,0,0,0,0.0168610547667343,0,0,0.0500917739659582,0,0,0,0,0.0232672861994852,0,0,0,0,0,0,0,0,0,0,0,0.0363227477170506,0.0267312889607828,0.096326574107904,0.0610878843666402,0.0539490385082395,0,0,0,0,0,0.0372638129464679,0,0.0167012082194197,0.0842110233994392,0,0,0,0,0,0,0,0,0,0.0353229715065741,0,0,0,0,0,0,0,0,0.0166490743598789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033522454459045,0,0.0177690566481465,0,0,0,0,0,0.0332767439809507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039805235250022,0,0,0,0,0,0,0.0262640968118882,0,0,0,0,0,0,0,0,0,0.01869988817838,0.0161794311106942,0,0,0,0.0267501619812331,0.0368917563277185,0.0161426639621366,0,0,0,0.0256779523150699,0,0,0,0,0,0,0.0235227799012768,0.137591188321281,0,0,0,0,0.0893126047270482,0,0,0,0.0236658520607267,0.0386857876952377,0,0,0.0616335214745568,0,0,0.0321557971014493,0,0,0,0,0,0,0.0655519316166466,0,0,0,0,0.0190849274232316,0,0,0,0,0,0,0,0,0,0,0,0,0.0165726419878296,0.0197451825557809,0,0,0.0280925139452333,0,0,0,0.0334045374699351,0,0.0186170045229486,0,0,0,0.0216763005780347,0.084171149719258,0.0681433923891505,0,0,0,0,0,0,0,0,0,0,0,0.0301746068907063,0,0,0,0,0,0,0,0,0,0,0.080348007573938,0,0,0,0,0,0,0,0,0,0.0423706345356733,0,0,0,0,0.0190411424685481,0,0,0,0,0,0,0,0,0,0.0152446754563895,0,0.0231842171399849,0,0,0,0.0168610547667343,0,0,0,0,0,0,0,0,0,0,0,0.0349457624129112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0444031191828674,0,0.0254040673474891,0.0178054731777752,0,0,0,0,0.043955245943478,0,0,0.0176670738924995,0,0.113997618433335,0,0,0,0,0,0,0,0,0,0,0,0,0.0392364709189523,0,0,0,0,0
"ALDH1A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ANKRD6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AP4E1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AQR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176938950867703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169112135108916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0228126180122608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0285763980754721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARG1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195809264485404,0.0208358399581722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159226452949996,0,0,0,0,0,0.0176972175676867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0352943243451804,0,0,0,0,0.0261049989711027,0,0,0,0,0,0,0,0.0174336361231149,0,0,0,0,0,0,0,0,0,0.0159730796366523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168351486021695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0196754563894523,0,0,0,0,0,0,0,0.0172047642145314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151870755798571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211529739332015,0,0,0,0,0,0,0,0.0172505396461433,0.0216531440162272,0,0,0,0.0262178596300227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATG5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249898028926713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155572263060682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016453268203195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144072724667078,0,0.0367950216068436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0187612994973102,0,0,0,0,0,0,0,0,0,0.0162401806554564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BACH2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0216957765404455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233764025841551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016431062492102
"BAHD1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BCKDHB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BCLAF1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0264552925743011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0158510818120352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019484903687862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220871280294059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0193727814401623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0182590131054415,0.0192680212033986,0.0181604969574037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0306246445907444,0,0,0,0,0,0,0,0,0,0,0.0243469099628685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CASC5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
